"binAges","ens1","ens2","ens3","ens4","ens5","ens6","ens7","ens8","ens9","ens10","ens11","ens12","ens13","ens14","ens15","ens16","ens17","ens18","ens19","ens20","ens21","ens22","ens23","ens24","ens25","ens26","ens27","ens28","ens29","ens30","ens31","ens32","ens33","ens34","ens35","ens36","ens37","ens38","ens39","ens40","ens41","ens42","ens43","ens44","ens45","ens46","ens47","ens48","ens49","ens50"
0,0.146882875032277,0.339852903766709,0.299723169430406,-0.223525565098007,-0.114024243379996,-0.342692944208201,0.316794895590335,0.0941656561323985,0.0380160715095061,0.252662356639649,0.248201004812934,0.0372317276412987,0.146991849672649,-0.159443765268906,0.0866775008472876,0.047753914499898,-0.141110964642482,0.395470350929114,0.314769571579729,0.465688621961902,0.079135151885988,0.129974800715053,0.198098910398371,-0.0346525682085937,0.0839669906551474,0.318292113559629,0.043602705929985,0.180584363411486,-0.0602109123928723,0.275510040101666,0.433537096036071,-0.0013387354026253,0.294163185421237,-0.0622634655681554,0.23873298481158,0.653148059246854,-0.00279497162618675,0.462340249258531,-0.0924706839946736,0.261490626334026,0.213274527754275,-0.00650462856313472,-0.10955832964257,0.403167905221122,0.0629933026188172,0.326635906677531,0.0886130354376061,-0.204512141445356,-0.105058943802645,0.0932055337482064
100,0.0406385897044056,0.376301843027313,-0.187022634468696,-0.135768828176086,-0.0819622761785014,-0.112349438120869,-0.089127234398996,-0.0993644469933673,0.194899644848037,-0.406702736614742,-0.180733718004343,-0.201425808785285,0.331990079892198,-0.0857847117496063,0.0255036809087266,0.0471093962204147,-0.207730947275664,0.464665445524607,-0.0716759138413273,0.159061200099051,0.410503416349191,0.388752355403097,0.00330533553390805,-0.211517106074069,0.1130477924058,-0.175509494626564,-0.207671040884243,-0.0935441957340152,-0.141603884347921,-0.00853646606057767,0.0550733628632999,0.137420254836689,-0.00330533553390805,-0.131248545422126,0.0349752218235635,0.119038941334616,0.115947478095314,0.0822554354695264,0.380318937379042,-0.0441142978284638,0.0538230807074327,0.224372986463959,-0.237611812365426,-0.0326452784281085,-0.205762127453269,0.563387645839823,0.314497186100252,0.00756111793502101,-0.093468430118299,0.176479275244995
200,0.148963715179993,0.43501378116399,-0.0140805025750472,-0.0481289733349402,-0.166518957994185,0.292577948691231,0.179682887692203,0.1184660177677,0.381938119678782,0.332268784540843,-0.0464890260489149,0.0663858722593657,0.0969711339584378,0.115103959424724,0.474005139378041,0.0382529920870502,0.124976237721213,0.19647877209634,0.267357992796988,0.10998174518662,0.227289619518447,0.19361038424908,0.0663477871443094,-0.0159876673858442,0.672206789491458,0.160427796495006,-0.0226743122515068,0.351841203182472,0.154477086694269,0.123406998530166,0.169076021906057,0.504996041858285,0.487382605475653,-0.0189983715570508,0.23788150511899,0.623339422779713,0.0127257730395431,0.299494296707172,0.489409498992187,0.0538269428839813,0.0265938344792184,-0.000622917202196038,0.0899648925910607,0.174065634874043,0.126549867296443,0.244034340027458,0.225903791554859,0.478289142921146,0.396672959309916,-0.149161945496684
300,-0.0120354272494738,0.0712024906569209,0.117781102623865,-0.00823746471467235,0.138237779326363,0.000622834093651159,0.205369822332287,0.16257911039043,0.073587775147416,0.0566507121359093,-0.00436086082935094,0.335020676558344,0.11934163020925,0.14836061672739,0.436234418223194,-0.143174974408655,0.295679393305641,0.179340401218816,0.0873893228317434,0.29354644208599,0.130381200651471,0.0411461431577034,0.156423373693876,-0.149577142970272,0.187161975840579,0.247242589416578,-0.127143962180109,0.284212167526835,-0.00759574868801732,0.228763700681513,0.138184064518635,0.492223315051539,0.454546650018507,0.0235602083750761,0.221179028967169,0.295854870267419,-0.0590100616091317,0.364144366343996,0.235990101403183,-0.0501169174971159,0.126168389486236,0.0996976458295523,-0.0896195506702712,-0.107643331077828,0.0836788938036058,0.198618220216785,0.177214956197156,0.319180287679348,0.0879231389842986,-0.0232255687973518
400,0.252680741026782,0.271781626636569,0.0635214805745497,0.34399455878732,0.226382720942552,0.238927675503553,0.275278043120656,0.123080457759367,0.0178299610632851,0.28496958072779,0.213135166109692,0.0722293973274655,0.0406507481101108,0.186641016858522,0.35084564280479,0.0823493319715244,0.257288771409084,-0.16893978703657,0.407451799039992,0.44319757207842,0.184075025577157,0.136819811000231,-0.128795561618688,0.181430470220292,0.274545086435379,0.191847342151314,0.130585431540816,0.0965076030214809,0.0348130144433336,0.215170297283712,0.0253803542388996,0.46989583189152,0.204149240829679,-0.0299840856853575,0.172493730326996,0.0982936349067055,-0.0170766628375997,0.384242985375139,0.32739185948954,0.0906616755826065,-0.0279210245137628,0.224913506958024,0.0422243385312023,0.161911358730666,-0.0427603915353373,0.00728439846754197,0.45180011598414,0.126382122791572,0.381624715963601,0.0184499873191212
500,0.284550975496286,-0.0489006444806623,0.121167328691969,0.237229187301875,0.0661634770634572,0.282628987549674,-0.0451143868752725,0.217201253302961,0.0650320200527383,0.428935781733389,0.0856340590367891,-0.0092215562489682,0.219948474850449,0.171746495870436,0.137458733592311,0.278844914527282,0.451256193592229,0.162202543987881,0.425102611056575,0.477790353085703,0.133893335423923,-0.0578487543624764,0.154194643340185,0.502019591537244,0.191699985102454,0.0648544185545777,0.250440285835623,0.0347998155823268,0.14466138174067,0.000758650622469603,-0.21196937180173,0.441922939656726,0.133486018896236,0.216446698778623,0.21605713965475,0.209673369188431,0.0855333000059698,0.129314121275644,0.263327481676663,0.232836702736105,0.0585964118470106,0.252239545582002,0.0953501106658197,0.346743378641759,-0.223332588737482,0.343557741463242,0.327629179076772,0.00359139902342676,0.164315263646515,0.095789573407756
600,0.0567691680725837,0.171511985278605,0.308969957948983,0.251213158451715,0.339161404710002,0.306122158627976,0.115745263102226,0.316276734653434,0.253488337020317,0.406208967306776,0.458121091413419,0.463811767380952,0.423865969714749,-0.073101949300156,0.062241473374215,0.377285756237529,0.412830550292202,0.259457213210982,0.355759680841799,0.380222287235518,0.333983197686842,0.361674500286145,0.194774187041028,0.494414343224922,0.223509142739843,0.305742234377247,0.262338722769776,0.225258224161434,0.578517400090512,0.269280202859946,0.0207393672070001,0.420913555357152,0.151392955118943,0.125375349625312,0.00581973586089757,0.0721405076060574,0.542599141560125,0.22550077268832,0.015292068760443,0.199456949150183,0.173330585361846,0.437136816315331,0.392281480441455,0.259052258596629,0.0300643197894317,0.320948492514502,0.185459859320029,-0.161081355353809,0.158800146642932,0.403843823651047
700,-0.000360134621170016,-0.00902949758330146,0.259026664836,0.257009335486792,0.303994234252362,0.45800283379773,0.0118518910272584,0.401532936559244,0.166184804841423,0.173403450626778,0.41209451930313,0.225338375003971,0.425258915358231,-0.12613566925438,0.0606116883748847,0.233498924696538,0.292127392883412,0.212162151088026,0.161002332684832,0.258900253827909,0.0268027349584914,0.395899091074192,0.229792351840591,0.190256615573894,0.120753851800285,0.111173271166709,0.331001859089105,-0.0288086441357197,0.580267678115133,0.180961473182566,0.220786487740423,0.252396401061619,0.302333939884754,0.00404676635978268,0.0181705843128883,0.0496017498739361,0.40795640888901,0.0770482835617997,0.231227358912549,0.338551155564879,0.32236732481893,0.0994694740416803,0.624239042161927,0.0784879910353816,0.148777424710543,0.193594079923934,0.166521925906859,0.0987954723750704,-0.0191155087357451,0.366278800149318
800,0.0631263513051723,0.2382163079702,0.168366257689963,0.360925985093551,0.0901783906579196,0.381246434603407,0.279758035045719,0.388117045849933,0.0705223188484491,0.326443477456307,0.102626253290251,0.194211786743973,0.463202258359884,0.0283700466745149,0.139704273765682,0.125563596280919,0.267905286157951,0.340380871372096,0.145461638588366,0.311469928553452,0.00337359169988521,0.396463315654237,0.131701304767064,0.292467918946229,0.318462888302735,-0.0129641919152298,0.0454433864914424,-0.0804608164754193,0.220120385535776,0.0630255137683906,0.205969893161468,0.159172261357616,0.263463525620448,0.346853209128436,0.0807678157088169,0.0641242465596012,0.0981348643897798,0.0570741386510089,0.0173305512844494,0.0267961411786663,0.127728731114343,0.464375406570109,0.36149840236332,0.222755712651084,0.230820592246043,0.330030001283886,-0.088505359484947,0.252917005262297,0.00573339937422873,0.237981125987592
900,0.125167255863715,-0.0528454662855342,0.0410461018782868,0.339818129817586,0.206010264921784,0.274056268644689,0.159342542030765,0.145115761781027,-0.007524261825474,0.0438418006732789,0.274217937134377,0.31123700077149,0.228545354171771,0.0647250164750854,0.0772665747678964,0.0990022138413889,0.214109725919535,0.206310680857325,0.289185847444126,0.299979819364754,0.0480305314144985,0.440923243603014,0.165859310759394,0.225187885598802,0.151895814682196,0.116340383871871,0.0797125654425514,0.192740588128905,0.448226328161743,0.0221098238725835,0.180115403499073,0.100866105150441,0.167776536895391,0.278733945696468,0.404208313325491,0.269301528868825,0.187585763304953,0.0857833622452075,0.346540376113843,0.0947247265608167,-0.0711989347459896,0.397344650762152,0.374052660733554,0.126599928948878,0.303571224215241,-0.060057509842066,0.288075085722073,0.116134700682325,0.122284694169286,0.254208727977073
1000,0.281636092173491,0.317385208022128,0.225916125563857,0.43786871148189,0.215334996943895,0.303709258354073,0.321502610415144,0.189359688412611,0.356188832644671,0.20668373795303,0.33960832510364,0.354974274370901,0.271030361441803,0.456868316935128,0.259557696561013,-0.161203764670726,0.412191631669185,0.178629415229481,0.145048366170082,0.0650258207180918,0.0683680426251496,0.238554082296475,0.378296452674138,0.386011556788291,0.326237963847889,0.289677666935622,0.313339685844859,0.384350688131095,0.290100233450362,0.186772114964402,0.224872473815874,0.148914879831986,0.434398561599867,0.201947925298459,0.30093789773937,0.260976815575252,0.284157735828499,0.193791911850667,0.409024280061819,0.584126987793611,-0.04306909149309,0.546364995557506,0.559206645042032,-0.0279570168016151,0.289368034620585,0.229790102572371,0.318945277367882,0.354482062185422,0.112299872151335,0.29518910852386
1100,0.36888470388405,0.217034656333766,0.224979883183176,0.468399026041189,0.0195130199775166,0.56684467801698,0.197646269247114,0.29955270776212,0.317055610342541,0.182398331276177,0.538650671694565,0.460685470737543,0.277202833029008,0.342981898162361,0.263132015219498,0.0376094069993888,0.220199565488898,0.337678697024983,0.616039797338367,0.423241987955636,0.260468652775964,0.462698136309734,0.424315888773569,0.459636368252987,0.258802991745653,0.417276018420369,0.373434298381204,0.350205209384761,0.310970929048526,0.385123792323816,0.288484616901402,0.249282532811834,0.294849929463217,0.253959297673843,0.256413761683011,0.0184218119689717,0.275168234735261,0.158396250300185,0.666495951594597,0.439961640550674,0.36904028753297,0.326791042039415,0.634304896796856,0.133580904017123,0.40335287500917,0.306881997407726,0.182356136550081,0.573229569811541,0.318600398723019,0.302111825749823
